"","case_number","recalled","recalled_log","recovered","date","month","month_name","Season","year","species","reason","recall_class","summary","dup","rec_text","recovered_text","recovered_log","Pr_recov","Pr_recov_log","year_n"
"385","019-2011",83,1.92427928606188,26,"3/11/11",3,"March","Winter",2011,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"83","26",1.43136376415899,0.313253012048193,-0.492915521902894,17
"386","021-2011",10260,4.01118968760999,0,"3/14/11",3,"March","Winter",2011,"mixed","Extraneous Material","Class II",TRUE,FALSE,"10260","0",0,0,-4.01118968760999,17
"387","022-2011",612,2.78746047451842,423,"3/15/11",3,"March","Winter",2011,"pork","Undeclared Substance","Class III",TRUE,FALSE,"612","423",2.62736585659273,0.691176470588235,-0.160094617925683,17
"388","023-2011",2790,3.44575983648863,5648,"3/17/11",3,"March","Winter",2011,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"2790","5648",3.75197157473633,2.02437275985663,0.306211738247696,17
"389","024-2011",2130,3.3285834497142,333,"3/21/11",3,"March","Spring",2011,"pork","Undeclared Substance","Class III",TRUE,FALSE,"2130","333",2.52374646681156,0.156338028169014,-0.804836982902637,17
"390","025-2011",23000,4.3617467179759,19,"3/22/11",3,"March","Spring",2011,"mixed","STEC","Class I",TRUE,FALSE,"23000","19",1.30102999566398,0.000826086956521739,-3.06071672231192,17
"391","026-2011",131000,5.11727461086816,101216,"3/29/11",3,"March","Spring",2011,"mixed","Undeclared Allergen","Class II",TRUE,FALSE,"131000","101216",5.0052534609835,0.772641221374046,-0.112021149884663,17
"392","027-2011",53210,4.72600142074395,9210,"3/31/11",3,"March","Spring",2011,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"53210","9210",3.96430678230394,0.173087765457621,-0.761694638440012,17
"393","028-2011",54960,4.74005462598983,52508,"4/1/11",4,"April","Spring",2011,"poultry","Salmonella","Class I",TRUE,FALSE,"54960","52508",4.72023374750783,0.955385735080058,-0.019820878482002,17
"394","029-2011",87,1.94448267215017,44,"4/27/11",4,"April","Spring",2011,"poultry","Undeclared Allergen","Class II",TRUE,FALSE,"87","44",1.65321251377534,0.505747126436782,-0.291270158374825,17
"395","030-2011",772,2.88817949391832,771,"4/29/11",4,"April","Spring",2011,"beef","Undeclared Allergen","Class II",TRUE,FALSE,"772","771",2.88761730033574,0.998704663212435,-0.000562193582589021,17
"396","031-2011",188181,5.27457807990668,188181,"4/30/11",4,"April","Spring",2011,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"188181","188181",5.27457807990668,1,0,17
"397","033-2011",22000,4.34244242103184,731,"5/4/11",5,"May","Spring",2011,"mixed","Salmonella","Class I",TRUE,FALSE,"22000","731",2.86451108105839,0.0332272727272727,-1.47793133997345,17
"398","032-2011",216238,5.33493402429497,7633,"5/4/11",5,"May","Spring",2011,"pork","Undeclared Allergen","Class I",TRUE,FALSE,"216238","7633",3.88275215561308,0.0352990686188367,-1.45218186868189,17
"399","035-2011",18648,4.27065554895298,25313,"5/6/11",5,"May","Spring",2011,"poultry","Undeclared Allergen","Class II",TRUE,FALSE,"18648","25313",4.40336077576552,1.35741098241098,0.13270522681254,17
"400","034-2011",285100,5.45499874061258,6340,"5/6/11",5,"May","Spring",2011,"mixed","Undeclared Allergen","Class II",TRUE,FALSE,"285100","6340",3.80215775318696,0.0222378112942827,-1.65284098742562,17
"401","036-2011",252,2.40312052117582,17,"5/11/11",5,"May","Spring",2011,"beef","Undeclared Substance","Class III",TRUE,FALSE,"252","17",1.25527250510331,0.0674603174603175,-1.14784801607251,17
"402","037-2011",15900,4.20142443757991,2005,"5/13/11",5,"May","Spring",2011,"mixed","Listeria","Class I",TRUE,FALSE,"15900","2005",3.3023309286844,0.126100628930818,-0.899093508895512,17
"403","R01-2011",500,2.69983772586725,0,"5/25/11",5,"May","Spring",2011,"beef","STEC","Class I",TRUE,FALSE,"500","0",0,0,-2.69983772586725,17
"404","038-2011",770,2.88705437805096,0,"5/27/11",5,"May","Spring",2011,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"770","0",0,0,-2.88705437805096,17
"405","039-2011",900,2.95472479097906,NA,"5/31/11",5,"May","Spring",2011,"beef","STEC","Class I",TRUE,FALSE,"900",NA,NA,NA,NA,17
"406","040-2011",22594,4.35401234566722,2614,"6/2/11",6,"June","Spring",2011,"mixed","Undeclared Substance","Class III",TRUE,FALSE,"22594","2614",3.41747169320329,0.115694432150128,-0.936540652463927,17
"407","041-2011",84000,4.92428445620351,15402,"6/10/11",6,"June","Spring",2011,"mixed","Undeclared Allergen","Class II",TRUE,FALSE,"84000","15402",4.18760531541815,0.183357142857143,-0.736679140785362,17
"408","042-2011",5160,3.71273385906995,6698,"6/15/11",6,"June","Spring",2011,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"5160","6698",3.8260099777911,1.29806201550388,0.113276118721149,17
"409","043-2011",3200,3.50528567414413,526,"6/21/11",6,"June","Spring",2011,"mixed","Other","Class I",TRUE,FALSE,"3200","526",2.72181061521255,0.164375,-0.783475058931586,17
"410","044-2011",36,1.56820172406699,27,"6/22/11",6,"June","Summer",2011,"pork","Undeclared Allergen","Class I",TRUE,FALSE,"36","27",1.44715803134222,0.75,-0.121043692724776,17
"411","045-2011",5700,3.75595104100413,2684,"6/24/11",6,"June","Summer",2011,"pork","Listeria","Class I",TRUE,FALSE,"5700","2684",3.42894429003557,0.470877192982456,-0.327006750968558,17
"412","046-2011",18416,4.26521888809996,1884,"7/5/11",7,"July","Summer",2011,"pork","Listeria","Class I",TRUE,FALSE,"18416","1884",3.27531135454181,0.102302345786273,-0.989907533558148,17
"413","047-2011",1550,3.19061179781361,0,"7/6/11",7,"July","Summer",2011,"mixed","Listeria","Class I",TRUE,FALSE,"1550","0",0,0,-3.19061179781361,17
"414","049-2011",197,2.29666519026153,169,"7/14/11",7,"July","Summer",2011,"poultry","Salmonella","Class I",TRUE,FALSE,"197","169",2.23044892137827,0.857868020304569,-0.0662162688832568,17
"415","048-2011",137,2.13987908640124,109,"7/14/11",7,"July","Summer",2011,"poultry","Salmonella","Class I",TRUE,FALSE,"137","109",2.04139268515822,0.795620437956204,-0.0984864012430116,17
"416","050-2011",7105,3.85162520315331,0,"7/19/11",7,"July","Summer",2011,"mixed","Listeria","Class I",TRUE,FALSE,"7105","0",0,0,-3.85162520315331,17
"417","051-2011",4530,3.65619406217919,630,"7/20/11",7,"July","Summer",2011,"beef","Undeclared Allergen","Class II",TRUE,FALSE,"4530","630",2.80002935924413,0.139072847682119,-0.856164702935052,17
"418","052-2011",18412,4.26512455315918,6440,"7/20/11",7,"July","Summer",2011,"poultry","Listeria","Class I",TRUE,FALSE,"18412","6440",3.80895329915591,0.349771887899196,-0.45617125400327,17
"419","055-2011",2900,3.46254772880266,2300,"7/22/11",7,"July","Summer",2011,"pork","Listeria","Class I",TRUE,FALSE,"2900","2300",3.36191661866864,0.793103448275862,-0.100631110134021,17
"420","054-2011",2560,3.40840957846843,228,"7/22/11",7,"July","Summer",2011,"beef","Other","Class II",TRUE,FALSE,"2560","228",2.35983548233989,0.0890625,-1.04857409612854,17
"421","053-2011",6200,3.79246173134695,951,"7/22/11",7,"July","Summer",2011,"beef","Undeclared Allergen","Class II",TRUE,FALSE,"6200","951",2.97863694838447,0.153387096774194,-0.813824782962477,17
"422","057-2011",6240,3.79525418258088,319807,"7/27/11",7,"July","Summer",2011,"beef","Other","Class II",TRUE,FALSE,"6240","319807",5.50488932342647,51.2511217948718,1.70963514084559,17
"423","056-2011",228596,5.35907052661921,228596,"7/27/11",7,"July","Summer",2011,"beef","STEC","Class I",TRUE,FALSE,"228596","228596",5.35907052661921,1,0,17
"424","059-2011",NA,NA,NA,"7/28/11",7,"July","Summer",2011,"mixed","Other","Class I",TRUE,FALSE,NA,NA,NA,NA,NA,17
"425","058-2011",33,1.53147891704226,0,"7/28/11",7,"July","Summer",2011,"beef","Undeclared Allergen","Class II",TRUE,FALSE,"33","0",0,0,-1.53147891704226,17
"426","060-2011",3.6e+07,7.55630251283102,2029374,"8/3/11",8,"August","Summer",2011,"poultry","Salmonella","Class I",TRUE,FALSE,"3.60E+07","2029374",6.30736230597008,0.0563715,-1.24894020686095,17
"427","061-2011",10668,4.02812371512884,7545,"8/5/11",8,"August","Summer",2011,"beef","Extraneous Material","Class III",TRUE,FALSE,"10668","7545",3.87771680086498,0.707255343082115,-0.150406914263864,17
"428","062-2011",2200,3.34262004255335,423,"8/9/11",8,"August","Summer",2011,"beef","STEC","Class I",TRUE,FALSE,"2200","423",2.62736585659273,0.192272727272727,-0.715254185960616,17
"429","064-2011",60424,4.78121665907969,13192,"8/12/11",8,"August","Summer",2011,"beef","STEC","Class I",TRUE,FALSE,"60424","13192",4.12034356243803,0.218323844829869,-0.660873096641663,17
"430","063-2011",380000,5.57978473949552,52500,"8/12/11",8,"August","Summer",2011,"pork","Listeria","Class I",TRUE,FALSE,"380000","52500",4.72016757560302,0.138157894736842,-0.859617163892501,17
"431","065-2011",24,1.39794000867204,23,"8/15/11",8,"August","Summer",2011,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"24","23",1.38021124171161,0.958333333333333,-0.0177287669604318,17
"432","066-2011",1642,3.21563756343506,5459,"8/19/11",8,"August","Summer",2011,"beef","Extraneous Material","Class III",TRUE,FALSE,"1642","5459",3.73719264270474,3.32460414129111,0.521555079269675,17
"433","069-2011",229,2.36172783601759,NA,"8/26/11",8,"August","Summer",2011,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"229",NA,NA,NA,NA,17
"434","070-2011",599,2.77815125038364,599,"8/26/11",8,"August","Summer",2011,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"599","599",2.77815125038364,1,0,17
"435","068-2011",52191,4.71760393936018,4193,"8/26/11",8,"August","Summer",2011,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"52191","4193",3.62262842612932,0.0803395221398325,-1.09497551323086,17
"436","067-2011",28782,4.45913605768762,5080,"8/26/11",8,"August","Summer",2011,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"28782","5080",3.7059491949103,0.176499200889445,-0.753186862777321,17
"437","071-2011",185000,5.26717407593441,13677,"9/11/11",9,"September","Summer",2011,"poultry","Salmonella","Class I",TRUE,FALSE,"185000","13677",4.13602259939701,0.0739297297297297,-1.1311514765374,17
"438","072-2011",11000,4.04143216468027,2262,"9/20/11",9,"September","Summer",2011,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"11000","2262",3.35468455395473,0.205636363636364,-0.686747610725537,17
"439","073-2011",360,2.55750720190566,319,"9/21/11",9,"September","Summer",2011,"poultry","Processing Defect","Class I",TRUE,FALSE,"360","319",2.50514997831991,0.886111111111111,-0.0523572235857519,17
"440","074-2011",72,1.86332286012046,22,"9/22/11",9,"September","Summer",2011,"mixed","Undeclared Allergen","Class II",TRUE,FALSE,"72","22",1.36172783601759,0.305555555555556,-0.501595024102863,17
"441","075-2011",40000,4.6020708485543,40000,"9/23/11",9,"September","Summer",2011,"beef","STEC","Class I",TRUE,FALSE,"40000","40000",4.6020708485543,1,0,17
"442","076-2011",5550,3.74437122733186,18,"9/26/11",9,"September","Autumn",2011,"pork","Extraneous Material","Class I",TRUE,FALSE,"5550","18",1.27875360095283,0.00324324324324324,-2.46561762637903,17
"443","077-2011",131300,5.11826803372716,18,"9/27/11",9,"September","Autumn",2011,"beef","STEC","Class I",TRUE,FALSE,"131300","18",1.27875360095283,0.000137090632140137,-3.83951443277434,17
"444","078-2011",80000,4.90309541563904,113016,"9/30/11",9,"September","Autumn",2011,"beef","STEC","Class I",TRUE,FALSE,"80000","113016",5.05314377490722,1.4127,0.15004835926818,17
"445","079-2011",57,1.76342799356294,NA,"10/1/11",10,"October","Autumn",2011,"mixed","Salmonella","Class I",TRUE,FALSE,"57",NA,NA,NA,NA,17
"446","080-2011",377775,5.57723436385938,8473,"10/11/11",10,"October","Autumn",2011,"beef","STEC","Class I",TRUE,FALSE,"377775","8473",3.92808845966497,0.0224286943286348,-1.64914590419441,17
"447","081-2011",875,2.94250410616808,869,"10/12/11",10,"October","Autumn",2011,"beef","Undeclared Allergen","Class II",TRUE,FALSE,"875","869",2.93951925261862,0.993142857142857,-0.00298485354946187,17
"448","082-2011",15760,4.19758376903578,9451,"10/13/11",10,"October","Autumn",2011,"poultry","Other","Class II",TRUE,FALSE,"15760","9451",3.97552371296033,0.599682741116751,-0.222060056075446,17
"449","083-2011",NA,NA,704,"10/14/11",10,"October","Autumn",2011,"mixed","Other","Class I",TRUE,FALSE,NA,"704",2.8481891169914,NA,NA,17
"450","084-2011",2325,3.36660971039243,NA,"10/20/11",10,"October","Autumn",2011,"poultry","Undeclared Allergen","Class II",TRUE,FALSE,"2325",NA,NA,NA,NA,17
"451","085-2011",22100,4.34441192457455,1665,"10/25/11",10,"October","Autumn",2011,"mixed","Undeclared Allergen","Class II",TRUE,FALSE,"22100","1665",3.22167499707077,0.0753393665158371,-1.12273692750378,17
"452","086-2011",4100,3.61288976928748,759,"10/26/11",10,"October","Autumn",2011,"mixed","Other","Class I",TRUE,FALSE,"4100","759",2.88081359228079,0.185121951219512,-0.732076177006693,17
"453","087-2011",8888,3.94885290619971,2840,"10/27/11",10,"October","Autumn",2011,"mixed","Undeclared Substance","Class III",TRUE,FALSE,"8888","2840",3.45347123372294,0.31953195319532,-0.495381672476777,17
"454","088-2011",11390,4.05656185185946,3440,"10/31/11",10,"October","Autumn",2011,"poultry","Extraneous Material","Class II",TRUE,FALSE,"11390","3440",3.53668467262093,0.302019315188762,-0.519877179238529,17
"455","089-2011",126,2.10380372095596,41,"11/7/11",11,"November","Autumn",2011,"beef","Salmonella","Class I",TRUE,FALSE,"126","41",1.6232492903979,0.325396825396825,-0.480554430558056,17
"456","090-2011",NA,NA,530,"11/8/11",11,"November","Autumn",2011,"poultry","Salmonella","Class I",TRUE,FALSE,NA,"530",2.72509452108147,NA,NA,17
"457","091-2011",63,1.80617997398389,22,"11/14/11",11,"November","Autumn",2011,"beef","Undeclared Substance","Class III",TRUE,FALSE,"63","22",1.36172783601759,0.349206349206349,-0.444452137966294,17
"458","092-2011",1080,3.03382569395331,187,"11/23/11",11,"November","Autumn",2011,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"1080","187",2.27415784926368,0.173148148148148,-0.75966784468963,17
"459","093-2011",1010,3.004751155591,460,"11/28/11",11,"November","Autumn",2011,"mixed","Undeclared Allergen","Class II",TRUE,FALSE,"1010","460",2.66370092538965,0.455445544554455,-0.341050230201353,17
"460","094-2011",456,2.65991620006985,36,"11/29/11",11,"November","Autumn",2011,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"456","36",1.56820172406699,0.0789473684210526,-1.09171447600286,17
"461","095-2011",500,2.69983772586725,210,"12/2/11",12,"December","Autumn",2011,"poultry","Undeclared Allergen","Class II",TRUE,FALSE,"500","210",2.32428245529769,0.42,-0.375555270569553,17
"462","096-2011",161000,5.20682857350473,16308,"12/8/11",12,"December","Autumn",2011,"mixed","Other","Class II",TRUE,FALSE,"161000","16308",4.21242733272659,0.101291925465839,-0.994401240778135,17
"463","097-2011",4140,3.61710523050238,547,"12/9/11",12,"December","Autumn",2011,"poultry","Listeria","Class I",TRUE,FALSE,"4140","547",2.73878055848437,0.132125603864734,-0.878324672018009,17
"464","098-2011",2290,3.3600250891894,1460,"12/10/11",12,"December","Autumn",2011,"mixed","Undeclared Allergen","Class II",TRUE,FALSE,"2290","1460",3.1646502159343,0.637554585152838,-0.195374873255101,17
"465","100-2011",NA,NA,112230,"12/15/11",12,"December","Autumn",2011,"beef","Salmonella","Class I",TRUE,FALSE,NA,"112230",5.05011283258326,NA,NA,17
"466","099-2011",130,2.11727129565576,45,"12/15/11",12,"December","Autumn",2011,"mixed","Undeclared Allergen","Class II",TRUE,FALSE,"130","45",1.66275783168157,0.346153846153846,-0.45451346397419,17
"467","101-2011",40948,4.61224330048509,19087,"12/16/11",12,"December","Autumn",2011,"beef","STEC","Class I",TRUE,FALSE,"40948","19087",4.28076042632627,0.466127771808147,-0.331482874158822,17
"468","102-2011",7500,3.87511916546257,30,"12/30/11",12,"December","Winter",2011,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"7500","30",1.49136169383427,0.004,-2.3837574716283,17
"469","001-2010",205,2.31386722036915,117,"1/9/10",1,"January","Winter",2010,"pork","Undeclared Allergen","Class I",TRUE,FALSE,"205","117",2.07188200730613,0.570731707317073,-0.241985213063028,16
"470","002-2010",2574,3.41077723337721,1391,"1/11/10",1,"January","Winter",2010,"beef","STEC","Class I",TRUE,FALSE,"2574","1391",3.14363923527454,0.54040404040404,-0.267137998102667,16
"471","003-2010",490,2.69108149212297,218,"1/15/10",1,"January","Winter",2010,"beef","Other","Class II",TRUE,FALSE,"490","218",2.34044411484012,0.444897959183673,-0.35063737728285,16
"472","004-2010",5764000,6.76072404748797,277604,"1/18/10",1,"January","Winter",2010,"beef","STEC","Class I",TRUE,FALSE,"5764000","277604",5.44342728401932,0.0481616932685635,-1.31729676346865,16
"473","005-2010",19200,4.28332384761879,4800,"1/20/10",1,"January","Winter",2010,"poultry","Extraneous Material","Class I",TRUE,FALSE,"19200","4800",3.68133170596917,0.25,-0.60199214164962,16
"474","006-2010",1395989,6.14488230728401,234686,"1/23/10",1,"January","Winter",2010,"mixed","Salmonella","Class I",TRUE,FALSE,"1395989","234686",5.37048903342206,0.168114505200256,-0.774393273861945,16
"475","007-2010",50000,4.6989786901388,36651,"1/27/10",1,"January","Winter",2010,"mixed","Other","Class II",TRUE,FALSE,"50000","36651",4.56409767789297,0.73302,-0.134881012245824,16
"476","008-2010",14000,4.14615905560482,11557,"2/2/10",2,"February","Winter",2010,"beef","STEC","Class I",TRUE,FALSE,"14000","11557",4.06288269013036,0.8255,-0.0832763654744539,16
"477","009-2010",2850,3.45499721730946,350,"2/5/10",2,"February","Winter",2010,"pork","Undeclared Allergen","Class II",TRUE,FALSE,"2850","350",2.54530711646582,0.12280701754386,-0.909690100843636,16
"478","010-2010",750,2.87563993700417,624,"2/10/10",2,"February","Winter",2010,"pork","Undeclared Allergen","Class II",TRUE,FALSE,"750","624",2.79588001734408,0.832,-0.0797599196600931,16
"479","013-2010",96000,4.98227575691686,NA,"3/2/10",3,"March","Winter",2010,"beef","STEC","Class I",FALSE,FALSE,"96000",NA,NA,NA,NA,16
"480","012-2010",16290,4.21194774367943,1040,"2/12/10",2,"February","Winter",2010,"poultry","Undeclared Allergen","Class II",TRUE,FALSE,"16290","1040",3.01745072951054,0.0638428483732351,-1.1944970141689,16
"481","015-2010",6000,3.7782236267661,0,"3/8/10",3,"March","Winter",2010,"pork","Salmonella","Class I",TRUE,FALSE,"6000","0",0,0,-3.7782236267661,16
"482","014-2010",186,2.2718416065365,647,"3/8/10",3,"March","Winter",2010,"pork","Undeclared Substance","Class III",TRUE,FALSE,"186","647",2.81157500587059,3.47849462365591,0.539733399334094,16
"483","017-2010",1700000,6.23044917684554,517705,"3/9/10",3,"March","Winter",2010,"mixed","Salmonella","Class I",TRUE,FALSE,"1700000","517705",5.71408319830577,0.304532352941176,-0.516365978539769,16
"484","016-2010",115700,5.06333711256113,115106,"3/9/10",3,"March","Winter",2010,"beef","Salmonella","Class I",TRUE,FALSE,"115700","115106",5.0611017351757,0.994866032843561,-0.00223537738542934,16
"485","018-2010",NA,NA,13,"3/11/10",3,"March","Winter",2010,"poultry","Other","Class I",TRUE,FALSE,NA,"13",1.14612803567824,NA,NA,16
"486","019-2010",9400,3.97317405268297,6239,"3/12/10",3,"March","Winter",2010,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"9400","6239",3.79518458968242,0.663723404255319,-0.177989463000548,16
"487","020-2010",12382,4.09282587292398,3026,"3/13/10",3,"March","Winter",2010,"mixed","Other","Class I",TRUE,FALSE,"12382","3026",3.48101242095657,0.244387013406558,-0.611813451967407,16
"488","021-2010",10368,4.01573687447745,4124,"3/19/10",3,"March","Winter",2010,"poultry","Undeclared Allergen","Class II",TRUE,FALSE,"10368","4124",3.61542395288594,0.397762345679012,-0.400312921591506,16
"489","022-2010",100,2.00432137378264,28,"4/4/10",4,"April","Spring",2010,"pork","Listeria","Class I",TRUE,FALSE,"100","28",1.46239799789896,0.28,-0.541923375883687,16
"490","023-2010",25000,4.39795738010389,17460,"4/5/10",4,"April","Spring",2010,"beef","Other","Class II",TRUE,FALSE,"25000","17460",4.24206911233894,0.6984,-0.155888267764948,16
"491","024-2010",140000,5.1461311377706,7741,"4/17/10",4,"April","Spring",2010,"mixed","Undeclared Allergen","Class II",TRUE,FALSE,"140000","7741",3.88885316698294,0.0552928571428571,-1.25727797078767,16
"492","025-2010",135500,5.13194250032392,62144,"4/21/10",4,"April","Spring",2010,"beef","STEC","Class I",TRUE,FALSE,"135500","62144",4.79340619235397,0.458627306273063,-0.33853630796995,16
"493","026-2010",414,2.61804809671209,157,"4/29/10",4,"April","Spring",2010,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"414","157",2.19865708695442,0.379227053140097,-0.41939100975767,16
"494","027-2010",460,2.66370092538965,460,"5/1/10",5,"May","Spring",2010,"pork","Listeria","Class I",TRUE,FALSE,"460","460",2.66370092538965,1,0,16
"495","028-2010",822,2.91539983521227,192,"5/4/10",5,"May","Spring",2010,"pork","Listeria","Class I",TRUE,FALSE,"822","192",2.28555730900777,0.233576642335766,-0.629842526204496,16
"496","029-2010",70,1.85125834871908,868,"5/5/10",5,"May","Spring",2010,"pork","Listeria","Class I",TRUE,FALSE,"70","868",2.93901977644867,12.4,1.08776142772959,16
"497","030-2010",40,1.61278385671974,6,"5/5/10",5,"May","Spring",2010,"poultry","Extraneous Material","Class II",TRUE,FALSE,"40","6",0.845098040014257,0.15,-0.767685816705479,16
"498","031-2010",49600,4.69549043233907,12821,"5/7/10",5,"May","Spring",2010,"mixed","Other","Class II",TRUE,FALSE,"49600","12821",4.10795577254771,0.258487903225806,-0.587534659791355,16
"499","032-2010",250,2.39967372148104,0,"5/12/10",5,"May","Spring",2010,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"250","0",0,0,-2.39967372148104,16
"500","033-2010",87000,4.93952424448053,190890,"5/14/10",5,"May","Spring",2010,"beef","Other","Class II",TRUE,FALSE,"87000","190890",5.2807854530533,2.19413793103448,0.341261208572769,16
"501","034-2010",53000,4.72428406375899,11985,"5/15/10",5,"May","Spring",2010,"beef","STEC","Class I",TRUE,FALSE,"53000","11985",4.07867427336047,0.226132075471698,-0.645609790398527,16
"502","036-2010",6740000,6.8286599609707,429975,"6/17/10",6,"June","Spring",2010,"poultry","Salmonella","Class I",TRUE,FALSE,"6740000","429975",5.63344421521109,0.0637945103857567,-1.19521574575961,16
"503","035-2010",1.5e+07,7.17609128800865,3772102,"6/17/10",6,"June","Spring",2010,"mixed","Processing Defect","Class I",TRUE,FALSE,"1.50E+07","3772102",6.57658354295206,0.251473466666667,-0.599507745056583,16
"504","038-2010",35000,4.54408045258679,20768,"6/22/10",6,"June","Summer",2010,"beef","STEC","Class I",TRUE,FALSE,"35000","20768",4.3174155863311,0.593371428571429,-0.226664866255686,16
"505","037-2010",3700,3.56831908509511,266,"6/22/10",6,"June","Summer",2010,"beef","STEC","Class I",TRUE,FALSE,"3700","266",2.42651126136458,0.0718918918918919,-1.14180782373054,16
"506","039-2010",61000,4.78533695453408,54655,"6/24/10",6,"June","Summer",2010,"beef","Other","Class II",TRUE,FALSE,"61000","54655",4.73763784467289,0.895983606557377,-0.0476991098611892,16
"507","040-2010",109800,5.04060629541921,96173,"6/25/10",6,"June","Summer",2010,"poultry","Extraneous Material","Class II",TRUE,FALSE,"109800","96173",4.98305767928621,0.875892531876138,-0.0575486161330003,16
"508","042-2010",9408,3.97354346853249,9408,"6/30/10",6,"June","Summer",2010,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"9408","9408",3.97354346853249,1,0,16
"509","041-2010",600,2.77887447200274,0,"6/30/10",6,"June","Summer",2010,"beef","Other","Class III",FALSE,FALSE,"600","0",0,0,-2.77887447200274,16
"510","043-2010",66776,4.82462690419556,70,"7/2/10",7,"July","Summer",2010,"beef","STEC","Class I",TRUE,FALSE,"66776","70",1.85125834871908,0.00104828081945609,-2.97336855547649,16
"511","044-2010",8000,3.90314427040954,2901,"7/6/10",7,"July","Summer",2010,"beef","Undeclared Allergen","Class II",TRUE,FALSE,"8000","2901",3.46269740810172,0.362625,-0.440446862307821,16
"512","045-2010",17,1.25527250510331,17.5,"7/7/10",7,"July","Summer",2010,"poultry","Listeria","Class I",TRUE,FALSE,"17","17.5",1.26717172840301,1.02941176470588,0.0118992232997077,16
"513","046-2010",91872,4.96318789795981,33072,"7/19/10",7,"July","Summer",2010,"poultry","Extraneous Material","Class II",TRUE,FALSE,"91872","33072",4.51947359087236,0.359979101358412,-0.443714307087455,16
"514","047-2010",147667,5.16928639288057,118892,"8/3/10",8,"August","Summer",2010,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"147667","118892",5.07515628564589,0.805135880054447,-0.0941301072346796,16
"515","048-2010",1e+06,6.00000043429426,10121,"8/6/10",8,"August","Summer",2010,"beef","STEC","Class I",TRUE,FALSE,"1.00E+06","10121",4.00526633297277,0.010121,-1.9947341013215,16
"516","049-2010",380000,5.57978473949552,168249,"8/23/10",8,"August","Summer",2010,"mixed","Listeria","Class I",TRUE,FALSE,"380000","168249",5.22595507289601,0.442760526315789,-0.353829666599507,16
"517","050-2010",8500,3.92947001617749,0,"8/28/10",8,"August","Summer",2010,"beef","STEC","Class I",TRUE,FALSE,"8500","0",0,0,-3.92947001617749,16
"518","051-2010",2070,3.31618009889345,975,"9/1/10",9,"September","Summer",2010,"pork","Other","Class I",TRUE,FALSE,"2070","975",2.98944981766669,0.471014492753623,-0.326730281226761,16
"519","052-2010",258000,5.41162138927191,246713,"9/13/10",9,"September","Summer",2010,"beef","Other","Class III",TRUE,FALSE,"258000","246713",5.3921937946062,0.956251937984496,-0.0194275946657108,16
"520","053-2010",29893,4.47558403018481,5019,"9/24/10",9,"September","Autumn",2010,"pork","Undeclared Allergen","Class II",TRUE,FALSE,"29893","5019",3.70070371714502,0.167898839193122,-0.774880313039792,16
"521","054-2010",1608,3.20655604409903,420,"10/4/10",10,"October","Autumn",2010,"mixed","Other","Class III",FALSE,FALSE,"1608","420",2.62428209583567,0.261194029850746,-0.582273948263361,16
"522","055-2010",4920,3.69205336503408,212,"10/20/10",10,"October","Autumn",2010,"pork","Salmonella","Class I",TRUE,FALSE,"4920","212",2.32837960343874,0.0430894308943089,-1.36367376159534,16
"523","056-2010",2740,3.4379090355395,1510,"10/22/10",10,"October","Autumn",2010,"beef","Extraneous Material","Class II",TRUE,FALSE,"2740","1510",3.17926446433903,0.551094890510949,-0.258644571200473,16
"524","057-2010",54000,4.73240180223891,NA,"10/27/10",10,"October","Autumn",2010,"pork","Other","Class II",TRUE,FALSE,"54000",NA,NA,NA,NA,16
"525","058-2010",12086,4.08231852210804,495,"11/4/10",11,"November","Autumn",2010,"mixed","Processing Defect","Class I",TRUE,FALSE,"12086","495",2.6954816764902,0.0409564785702466,-1.38683684561784,16
"526","059-2010",7325,3.86486691432853,2012.25,"11/5/10",11,"November","Autumn",2010,"poultry","Salmonella","Class I",TRUE,FALSE,"7325","2012.25",3.30389770776446,0.274709897610922,-0.560969206564061,16
"527","060-2010",2609,3.41664050733828,2543,"11/14/10",11,"November","Autumn",2010,"poultry","Listeria","Class I",TRUE,FALSE,"2609","2543",3.40551710697638,0.974702951322346,-0.0111234003619045,16
"528","061-2010",57,1.76342799356294,566,"11/23/10",11,"November","Autumn",2010,"mixed","Listeria","Class I",TRUE,FALSE,"57","566",2.75358305889291,9.92982456140351,0.990155065329969,16
