"","case_number","recalled","recalled_log","recovered","date","month","month_name","Season","year","species","reason","recall_class","summary","dup","rec_text","recovered_text","recovered_log","Pr_recov","Pr_recov_log","year_n"
"657","049-2008",4041,3.60659630917928,300,"12/11/08",12,"December","Autumn",2008,"pork","Other","Class II",TRUE,FALSE,"4041","300",2.47856649559384,0.0742390497401633,-1.12802981358544,14
"658","048-2008",41020,4.61300624328706,20974,"12/11/08",12,"December","Autumn",2008,"pork","Other","Class II",TRUE,FALSE,"41020","20974",4.32170196950074,0.511311555338859,-0.291304273786322,14
"659","051-2008",1,0.301029995663981,0,"12/19/08",12,"December","Autumn",2008,"mixed","Listeria","Class I",TRUE,FALSE,"1","0",0,0,-0.301029995663981,14
"660","052-2008",750,2.87563993700417,87,"12/25/08",12,"December","Winter",2008,"mixed","Listeria","Class I",TRUE,FALSE,"750","87",1.94448267215017,0.116,-0.931157264854,14
"661","053-2008",172,2.2380461031288,0,"12/30/08",12,"December","Winter",2008,"mixed","Listeria","Class I",TRUE,FALSE,"172","0",0,0,-2.2380461031288,14
"662","001-2007",290,2.46389298898591,211,"1/3/07",1,"January","Winter",2007,"mixed","Listeria","Class I",TRUE,FALSE,"290","211",2.32633586092875,0.727586206896552,-0.137557128057156,13
"663","002-2007",15514,4.19075177992018,15720,"1/5/07",1,"January","Winter",2007,"mixed","Listeria","Class I",TRUE,FALSE,"15514","15720",4.19648016770015,1.013278329251,0.00572838777996409,13
"664","003-2007",19488,4.28978955560691,8887,"1/9/07",1,"January","Winter",2007,"pork","Undeclared Substance","Class III",TRUE,FALSE,"19488","8887",3.94880404593281,0.456024220032841,-0.340985509674099,13
"665","004-2007",2700,3.43152458418745,736,"1/23/07",1,"January","Winter",2007,"mixed","Processing Defect","Class I",TRUE,FALSE,"2700","736",2.86746748785905,0.272592592592593,-0.5640570963284,13
"666","005-2007",77730,4.89059425488789,20406,"1/24/07",1,"January","Winter",2007,"pork","Undeclared Allergen","Class I",TRUE,FALSE,"77730","20406",4.30977916448048,0.262524121960633,-0.580815090407413,13
"667","006-2007",1591,3.20194306340165,1786,"1/25/07",1,"January","Winter",2007,"poultry","Listeria","Class I",TRUE,FALSE,"1591","1786",3.25212455250564,1.12256442489001,0.050181489103994,13
"668","007-2007",1080,3.03382569395331,846,"1/26/07",1,"January","Winter",2007,"pork","Processing Defect","Class I",TRUE,FALSE,"1080","846",2.92788341033071,0.783333333333333,-0.105942283622603,13
"669","008-2007",4240,3.62746827245971,2349,"1/29/07",1,"January","Winter",2007,"beef","STEC","Class I",TRUE,FALSE,"4240","2349",3.37106786227174,0.554009433962264,-0.256400410187974,13
"670","009-2007",6317,3.80057962156913,2078,"2/3/07",2,"February","Winter",2007,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"6317","2078",3.31785448933147,0.328953617223366,-0.482725132237661,13
"671","010-2007",7848,3.8948143290833,32246,"2/5/07",2,"February","Winter",2007,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"7848","32246",4.50848931760544,4.10881753312946,0.613674988522134,13
"672","011-2007",402623,5.60489965916889,221329,"2/12/07",2,"February","Winter",2007,"mixed","Processing Defect","Class I",TRUE,FALSE,"402623","221329",5.34504028401956,0.549717726011678,-0.259859375149337,13
"673","012-2007",2800000,6.44715818644736,909491,"2/18/07",2,"February","Winter",2007,"poultry","Listeria","Class I",TRUE,FALSE,"2800000","909491",5.95879888331029,0.324818214285714,-0.48835930313707,13
"674","013-2007",930,2.96894968098134,440,"2/27/07",2,"February","Winter",2007,"pork","Listeria","Class I",TRUE,FALSE,"930","440",2.64443858946784,0.473118279569892,-0.324511091513504,13
"675","014-2007",16743,4.22385921533063,13108,"3/2/07",3,"March","Winter",2007,"beef","STEC","Class I",TRUE,FALSE,"16743","13108",4.11756956346383,0.782894343904916,-0.106289651866803,13
"676","015-2007",5084,3.70629095725876,2695,"3/9/07",3,"March","Winter",2007,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"5084","2695",3.43071988786328,0.530094413847364,-0.275571069395481,13
"677","016-2007",1800,3.25551371281953,1800,"3/27/07",3,"March","Spring",2007,"pork","Processing Defect","Class II",TRUE,FALSE,"1800","1800",3.25551371281953,1,0,13
"678","017-2007",330,2.51982799377572,150,"4/13/07",4,"April","Spring",2007,"mixed","Other","Class I",TRUE,FALSE,"330","150",2.17897694729317,0.454545454545455,-0.34085104648255,13
"679","018-2007",5625,3.75019972782918,1822,"4/18/07",4,"April","Spring",2007,"mixed","Undeclared Allergen","Class II",TRUE,FALSE,"5625","1822",3.26078666865498,0.323911111111111,-0.489413059174206,13
"680","020-2007",107943,5.03319850735288,0,"4/20/07",4,"April","Spring",2007,"beef","STEC","Class I",TRUE,FALSE,"107943","0",0,0,-5.03319850735288,13
"681","019-2007",259230,5.41368693517663,42798,"4/20/07",4,"April","Spring",2007,"beef","STEC","Class I",TRUE,FALSE,"259230","42798",4.6314336218273,0.165096632334221,-0.782253313349332,13
"682","021-2007",6907,3.83935232889542,6639,"5/1/07",5,"May","Spring",2007,"poultry","Listeria","Class I",TRUE,FALSE,"6907","6639",3.82216807936802,0.961198783842479,-0.0171842495274035,13
"683","022-2007",117500,5.07004156271528,1195,"5/10/07",5,"May","Spring",2007,"beef","STEC","Class I",TRUE,FALSE,"117500","1195",3.07773117965239,0.0101702127659574,-1.99231038306288,13
"684","023-2007",129000,5.11059307691009,85500,"5/11/07",5,"May","Spring",2007,"beef","STEC","Class I",TRUE,FALSE,"129000","85500",4.93197119416609,0.662790697674419,-0.178621882743998,13
"685","024-2007",35580,4.55121814971696,4551,"5/18/07",5,"May","Spring",2007,"poultry","Undeclared Allergen","Class II",TRUE,FALSE,"35580","4551",3.65820225338701,0.127908937605396,-0.893015896329945,13
"686","025-2007",5700000,6.7558749318645,95641,"6/3/07",6,"June","Spring",2007,"beef","STEC","Class I",TRUE,FALSE,"5700000","95641",4.98064864920746,0.0167791228070175,-1.77522628265704,13
"687","026-2007",140,2.14921911265538,110,"6/5/07",6,"June","Spring",2007,"poultry","Listeria","Class I",TRUE,FALSE,"140","110",2.04532297878666,0.785714285714286,-0.103896133868722,13
"688","027-2007",40440,4.6068218860167,94124,"6/8/07",6,"June","Spring",2007,"beef","STEC","Class I",TRUE,FALSE,"40440","94124",4.97370498920876,2.32749752720079,0.36688310319206,13
"689","028-2007",82286,4.91533122920722,58670,"6/15/07",6,"June","Spring",2007,"beef","Other","Class II",TRUE,FALSE,"82286","58670",4.76842349047951,0.713000996524318,-0.14690773872771,13
"690","029-2007",2762,3.44138088491651,1445,"6/19/07",6,"June","Spring",2007,"pork","Undeclared Allergen","Class II",TRUE,FALSE,"2762","1445",3.16016829295851,0.523171614771904,-0.281212591957999,13
"691","030-2007",13300,4.12388429346001,572,"6/21/07",6,"June","Spring",2007,"mixed","Undeclared Allergen","Class II",TRUE,FALSE,"13300","572",2.75815462196739,0.0430075187969925,-1.36572967149262,13
"692","031-2007",2768,3.44232295574557,1800,"6/29/07",6,"June","Summer",2007,"poultry","Listeria","Class I",TRUE,FALSE,"2768","1800",3.25551371281953,0.65028901734104,-0.186809242926041,13
"693","032-2007",35860,4.5546223958906,10422,"7/6/07",7,"July","Summer",2007,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"35860","10422",4.01799273776643,0.290630228667038,-0.536629658124165,13
"694","033-2007",21700000,7.3364597538621,11172478,"7/19/07",7,"July","Summer",2007,"mixed","Processing Defect","Class I",TRUE,FALSE,"21700000","11172478",7.04814954702515,0.514860737327189,-0.288310206836948,13
"695","034-2007",26669,4.42602301568988,5693,"7/21/07",7,"July","Summer",2007,"beef","STEC","Class I",TRUE,FALSE,"26669","5693",3.75541746281094,0.213468821478121,-0.67060555287894,13
"696","035-2007",5920,3.772395061082,188,"7/25/07",7,"July","Summer",2007,"beef","STEC","Class I",TRUE,FALSE,"5920","188",2.27646180417324,0.0317567567567568,-1.49593325690876,13
"697","036-2007",12894,4.11042134647396,1626,"8/14/07",8,"August","Summer",2007,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"12894","1626",3.21138755293686,0.126105165193113,-0.899033793537098,13
"698","037-2007",17000,4.23047446736116,5325,"8/16/07",8,"August","Summer",2007,"mixed","Undeclared Substance","Class II",TRUE,FALSE,"17000","5325",3.72640116210292,0.313235294117647,-0.504073305258236,13
"699","038-2007",884,2.94694327069783,877,"9/5/07",9,"September","Summer",2007,"beef","STEC","Class I",TRUE,FALSE,"884","877",2.9434945159061,0.992081447963801,-0.00344875479172302,13
"700","039-2007",11250,4.0511911246857,6330,"9/14/07",9,"September","Summer",2007,"beef","Extraneous Material","Class I",TRUE,FALSE,"11250","6330",3.80147231352147,0.562666666666667,-0.249718811164227,13
"701","040-2007",21700000,7.3364597538621,2244436,"9/25/07",9,"September","Autumn",2007,"beef","STEC","Class I",TRUE,FALSE,"21700000","2244436",6.35110741952321,0.103430230414747,-0.985352334338887,13
"702","041-2007",65,1.81954393554187,71,"9/29/07",9,"September","Autumn",2007,"beef","STEC","Class I",TRUE,FALSE,"65","71",1.85733249643127,1.09230769230769,0.0377885608893997,13
"703","042-2007",845000,5.92685722290735,42070,"10/6/07",10,"October","Autumn",2007,"beef","STEC","Class I",TRUE,FALSE,"845000","42070",4.62398283503388,0.0497869822485207,-1.30287438787347,13
"704","043-2007",70400,4.84757882805401,66095,"10/9/07",10,"October","Autumn",2007,"poultry","Listeria","Class I",TRUE,FALSE,"70400","66095",4.82017517763251,0.938849431818182,-0.0274036504214967,13
"705","044-2007",83900000,7.92376196600503,17218050,"10/11/07",10,"October","Autumn",2007,"mixed","Salmonella","Class I",TRUE,FALSE,"83900000","17218050",7.23598398986735,0.205221096543504,-0.687777976137682,13
"706","046-2007",1900,3.27898211686544,800,"10/13/07",10,"October","Autumn",2007,"beef","STEC","Class I",TRUE,FALSE,"1900","800",2.90363251608424,0.421052631578947,-0.375349600781206,13
"707","045-2007",173554,5.23943712991253,3808,"10/13/07",10,"October","Autumn",2007,"beef","STEC","Class I",TRUE,FALSE,"173554","3808",3.58081097266095,0.0219412978093274,-1.65862615725158,13
"708","047-2007",8200,3.91386681189624,2590,"10/24/07",10,"October","Autumn",2007,"beef","STEC","Class I",TRUE,FALSE,"8200","2590",3.41346741298582,0.315853658536585,-0.500399398910414,13
"709","048-2007",50,1.70757017609794,50,"10/27/07",10,"October","Autumn",2007,"beef","STEC","Class I",TRUE,FALSE,"50","50",1.70757017609794,1,0,13
"710","050-2007",4374,3.64097805735833,1211,"11/1/07",11,"November","Autumn",2007,"mixed","Other","Class I",TRUE,FALSE,"4374","1211",3.08350261983027,0.276863283036123,-0.557475437528065,13
"711","049-2007",3300000,6.51851407148226,17207208,"11/1/07",11,"November","Autumn",2007,"mixed","STEC","Class I",TRUE,FALSE,"3300000","17207208",7.23571043370955,5.21430545454545,0.717196362227294,13
"712","051-2007",1084384,6.03518350147366,123219,"11/3/07",11,"November","Autumn",2007,"beef","STEC","Class I",TRUE,FALSE,"1084384","123219",5.09068120445739,0.113630411367191,-0.944502297016269,13
"713","052-2007",3750,3.57414706415072,3750,"11/8/07",11,"November","Autumn",2007,"beef","Extraneous Material","Class I",TRUE,FALSE,"3750","3750",3.57414706415072,1,0,13
"714","053-2007",98000,4.99123050724623,99164,"11/15/07",11,"November","Autumn",2007,"mixed","Listeria","Class I",TRUE,FALSE,"98000","99164",4.99635841621665,1.01187755102041,0.00512790897041526,13
"715","054-2007",95927,4.98194538997171,11,"11/24/07",11,"November","Autumn",2007,"beef","STEC","Class I",TRUE,FALSE,"95927","11",1.07918124604762,0.000114670530716065,-3.90276414392409,13
"716","055-2007",990,2.99607365448528,113,"12/6/07",12,"December","Autumn",2007,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"990","113",2.05690485133647,0.114141414141414,-0.939168803148803,13
"717","056-2007",98772,4.99463824465308,9555,"12/10/07",12,"December","Autumn",2007,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"98772","9555",3.98027614107784,0.0967379419268619,-1.01436210357524,13
"718","057-2007",102,2.01283722470517,0,"12/17/07",12,"December","Autumn",2007,"beef","STEC","Class I",TRUE,FALSE,"102","0",0,0,-2.01283722470517,13
"719","058-2007",88,1.94939000664491,0,"12/25/07",12,"December","Winter",2007,"beef","Listeria","Class I",TRUE,FALSE,"88","0",0,0,-1.94939000664491,13
"720","001-2006",464820,5.66728574067767,56952,"1/5/06",1,"January","Winter",2006,"beef","Undeclared Allergen","Class II",TRUE,FALSE,"464820","56952",4.75551660548501,0.122524848328385,-0.911769135192653,12
"721","003-2006",1561,3.19368102954128,0,"1/23/06",1,"January","Winter",2006,"beef","Undeclared Allergen","Class I",TRUE,FALSE,"1561","0",0,0,-3.19368102954128,12
"722","002-2006",54690,4.73791586432383,2491,"1/23/06",1,"January","Winter",2006,"mixed","Extraneous Material","Class II",TRUE,FALSE,"54690","2491",3.39654803798713,0.0455476321082465,-1.3413678263367,12
"723","004-2006",54664,4.73770935244077,3589,"1/27/06",1,"January","Winter",2006,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"54664","3589",3.55509444857832,0.0656556417386214,-1.18261490386245,12
"724","005-2006",6426,3.8080082999104,691,"2/16/06",2,"February","Winter",2006,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"6426","691",2.84010609445676,0.107531901649549,-0.967902205453642,12
"725","007-2006",30,1.49136169383427,15,"2/18/06",2,"February","Winter",2006,"pork","Listeria","Class I",TRUE,FALSE,"30","15",1.20411998265592,0.5,-0.287241711178348,12
"726","006-2006",219,2.34242268082221,7,"2/18/06",2,"February","Winter",2006,"beef","Processing Defect","Class I",TRUE,FALSE,"219","7",0.903089986991944,0.0319634703196347,-1.43933269383026,12
"727","008-2006",560604,5.74865696688614,158808,"3/7/06",3,"March","Winter",2006,"mixed","Undeclared Allergen","Class II",TRUE,FALSE,"560604","158808",5.20087511106072,0.283280176381189,-0.547781855825417,12
"728","009-2006",75800,4.87967493507291,10496.25,"3/10/06",3,"March","Winter",2006,"poultry","Salmonella","Class I",TRUE,FALSE,"75800","10496.25",4.02107554037944,0.138472955145119,-0.858599394693477,12
"729","010-2006",36560,4.56301806585125,27840,"3/14/06",3,"March","Winter",2006,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"36560","27840",4.44468483031648,0.761487964989059,-0.118333235534771,12
"730","011-2006",100,2.00432137378264,100,"3/23/06",3,"March","Spring",2006,"beef","Listeria","Class I",TRUE,FALSE,"100","100",2.00432137378264,1,0,12
"731","012-2006",92,1.96848294855394,48,"4/5/06",4,"April","Spring",2006,"pork","Listeria","Class I",TRUE,FALSE,"92","48",1.69019608002851,0.521739130434783,-0.278286868525421,12
"732","013-2006",9465,3.97616650013198,872,"4/18/06",4,"April","Spring",2006,"poultry","Extraneous Material","Class I",TRUE,FALSE,"9465","872",2.94101424370557,0.0921288959323825,-1.03515225642641,12
"733","014-2006",20610,4.31409906329528,6580,"4/20/06",4,"April","Spring",2006,"poultry","Processing Defect","Class I",TRUE,FALSE,"20610","6580",3.8182918908,0.319262493934983,-0.495807172495288,12
"734","015-2006",156235,5.19378111148714,3845,"5/5/06",5,"May","Spring",2006,"beef","STEC","Class I",TRUE,FALSE,"156235","3845",3.58500927990246,0.0246103625948091,-1.60877183158468,12
"735","016-2006",5402,3.7326349675392,0,"5/25/06",5,"May","Spring",2006,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"5402","0",0,0,-3.7326349675392,12
"736","017-2006",4327336,6.63622071806476,581019,"5/26/06",5,"May","Spring",2006,"mixed","Extraneous Material","Class I",TRUE,FALSE,"4327336","581019",5.76419108202913,0.13426713340494,-0.872029636035626,12
"737","018-2006",664,2.8228216453031,253,"6/13/06",6,"June","Spring",2006,"pork","Other","Class I",TRUE,FALSE,"664","253",2.40483371661994,0.381024096385542,-0.417987928683166,12
"738","019-2006",765,2.8842287696326,375,"6/30/06",6,"June","Summer",2006,"beef","Other","Class II",TRUE,FALSE,"765","375",2.57518784492766,0.490196078431373,-0.309040924704943,12
"739","020-2006",16716,4.22315834246034,2088,"7/13/06",7,"July","Summer",2006,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"16716","2088",3.31993843998031,0.124910265613783,-0.903219902480036,12
"740","021-2006",315,2.4996870826184,205,"7/17/06",7,"July","Summer",2006,"beef","STEC","Class I",TRUE,FALSE,"315","205",2.31386722036915,0.650793650793651,-0.185819862249251,12
"741","023-2006",5,0.778151250383644,4,"7/25/06",7,"July","Summer",2006,"mixed","Listeria","Class I",TRUE,FALSE,"5","4",0.698970004336019,0.8,-0.0791812460476248,12
"742","022-2006",48588,4.6865379610315,3397,"7/25/06",7,"July","Summer",2006,"mixed","Extraneous Material","Class II",TRUE,FALSE,"48588","3397",3.53122337453303,0.0699143821519717,-1.15531458649847,12
"743","024-2006",120,2.08278537031645,0,"7/31/06",7,"July","Summer",2006,"beef","STEC","Class I",TRUE,FALSE,"120","0",0,0,-2.08278537031645,12
"744","025-2006",13078,4.11657453977692,9208,"8/4/06",8,"August","Summer",2006,"beef","STEC","Class I",TRUE,FALSE,"13078","9208",3.96421247296982,0.7040831931488,-0.152362066807097,12
"745","026-2006",4337,3.63728954767817,545,"8/5/06",8,"August","Summer",2006,"beef","STEC","Class I",TRUE,FALSE,"4337","545",2.73719264270474,0.12566290062255,-0.900096904973437,12
"746","027-2006",909,2.95904139232109,105,"8/18/06",8,"August","Summer",2006,"beef","STEC","Class I",TRUE,FALSE,"909","105",2.02530586526477,0.115511551155116,-0.933735527056323,12
"747","028-2006",7497,3.87494543608553,1299,"8/31/06",8,"August","Summer",2006,"poultry","Undeclared Allergen","Class II",TRUE,FALSE,"7497","1299",3.11394335230684,0.173269307723089,-0.761002083778695,12
"748","029-2006",5226,3.71825250009775,1054,"10/6/06",10,"October","Autumn",2006,"beef","STEC","Class I",TRUE,FALSE,"5226","1054",3.02325245963371,0.201683888251052,-0.695000040464039,12
"749","030-2006",1178,3.07151380509509,375,"10/12/06",10,"October","Autumn",2006,"pork","Listeria","Class I",TRUE,FALSE,"1178","375",2.57518784492766,0.318336162988115,-0.496325960167428,12
"750","031-2006",1680,3.22556771343947,850,"10/23/06",10,"October","Autumn",2006,"beef","STEC","Class I",TRUE,FALSE,"1680","850",2.92992956008459,0.505952380952381,-0.295638153354883,12
"751","032-2006",23200,4.36550670407721,11665,"11/17/06",11,"November","Autumn",2006,"beef","Extraneous Material","Class III",TRUE,FALSE,"23200","11665",4.066921972094,0.502801724137931,-0.298584731983212,12
"752","033-2006",46941,4.67156158910706,5675,"11/24/06",11,"November","Autumn",2006,"mixed","Listeria","Class I",TRUE,FALSE,"46941","5675",3.75404238678544,0.120896444472849,-0.917519202321622,12
"753","034-2006",2100,3.32242605240595,2310,"12/7/06",12,"December","Autumn",2006,"beef","Other","Class III",TRUE,FALSE,"2100","2310",3.36379994547911,1.1,0.0413738930731569,12
"754","001-2005",2520,3.40157284567645,NA,"1/5/05",1,"January","Winter",2005,"beef","Undeclared Allergen","Class I",TRUE,FALSE,"2520",NA,NA,NA,NA,11
"755","002-2005",NA,NA,NA,"1/11/05",1,"January","Winter",2005,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,NA,NA,NA,NA,NA,11
"756","003-2005",353533,5.5484311870221,NA,"1/19/05",1,"January","Winter",2005,"mixed","Extraneous Material","Class I",TRUE,FALSE,"353533",NA,NA,NA,NA,11
"757","004-2005",5760,3.76049787522653,NA,"1/31/05",1,"January","Winter",2005,"poultry","Listeria","Class I",TRUE,FALSE,"5760",NA,NA,NA,NA,11
"758","005-2005",47,1.68124123737559,NA,"2/9/05",2,"February","Winter",2005,"pork","Listeria","Class I",TRUE,FALSE,"47",NA,NA,NA,NA,11
"759","006-2005",123000,5.08990864227449,NA,"2/14/05",2,"February","Winter",2005,"beef","Other","Class I",TRUE,FALSE,"123000",NA,NA,NA,NA,11
"760","007-2005",4275,3.63103769653674,NA,"2/17/05",2,"February","Winter",2005,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"4275",NA,NA,NA,NA,11
"761","008-2005",1120,3.04960561259497,NA,"2/28/05",2,"February","Winter",2005,"pork","Listeria","Class I",TRUE,FALSE,"1120",NA,NA,NA,NA,11
"762","009-2005",250,2.39967372148104,NA,"3/15/05",3,"March","Winter",2005,"poultry","Listeria","Class I",TRUE,FALSE,"250",NA,NA,NA,NA,11
"763","010-2005",12090,4.08246222116863,NA,"3/16/05",3,"March","Winter",2005,"poultry","Listeria","Class I",TRUE,FALSE,"12090",NA,NA,NA,NA,11
"764","011-2005",230700,5.36304947702452,NA,"3/17/05",3,"March","Winter",2005,"poultry","Processing Defect","Class I",TRUE,FALSE,"230700",NA,NA,NA,NA,11
"765","012-2005",400,2.60314437262018,NA,"3/18/05",3,"March","Winter",2005,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"400",NA,NA,NA,NA,11
"766","013-2005",74810,4.8739654600044,NA,"3/24/05",3,"March","Spring",2005,"beef","Other","Class III",TRUE,FALSE,"74810",NA,NA,NA,NA,11
"767","014-2005",12500,4.09694475517694,NA,"3/25/05",3,"March","Spring",2005,"poultry","Listeria","Class I",TRUE,FALSE,"12500",NA,NA,NA,NA,11
"768","015-2005",3316,3.52074547151948,NA,"4/5/05",4,"April","Spring",2005,"poultry","Listeria","Class I",TRUE,FALSE,"3316",NA,NA,NA,NA,11
"769","016-2005",5117,3.70910028155117,NA,"4/5/05",4,"April","Spring",2005,"mixed","Listeria","Class I",TRUE,FALSE,"5117",NA,NA,NA,NA,11
"770","017-2005",39000,4.59107574263968,NA,"4/11/05",4,"April","Spring",2005,"mixed","Listeria","Class I",TRUE,FALSE,"39000",NA,NA,NA,NA,11
"771","018-2005",10700,4.02942436405802,NA,"4/11/05",4,"April","Spring",2005,"mixed","Listeria","Class I",TRUE,FALSE,"10700",NA,NA,NA,NA,11
"772","019-2005",473500,5.67532090053892,NA,"4/12/05",4,"April","Spring",2005,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"473500",NA,NA,NA,NA,11
"773","020-2005",40,1.61278385671974,NA,"4/19/05",4,"April","Spring",2005,"mixed","Listeria","Class I",TRUE,FALSE,"40",NA,NA,NA,NA,11
"774","021-2005",1077,3.03261876085072,NA,"4/21/05",4,"April","Spring",2005,"mixed","Listeria","Class I",TRUE,FALSE,"1077",NA,NA,NA,NA,11
"775","022-2005",191,2.28330122870355,NA,"4/26/05",4,"April","Spring",2005,"mixed","Listeria","Class I",TRUE,FALSE,"191",NA,NA,NA,NA,11
"776","023-2005",385,2.58658730467176,NA,"4/28/05",4,"April","Spring",2005,"poultry","Listeria","Class I",TRUE,FALSE,"385",NA,NA,NA,NA,11
"777","024-2005",29000,4.46241297331255,NA,"4/29/05",4,"April","Spring",2005,"pork","Listeria","Class I",TRUE,FALSE,"29000",NA,NA,NA,NA,11
"778","025-2005",363332,5.56030484478547,NA,"5/30/05",5,"May","Spring",2005,"mixed","Listeria","Class I",TRUE,FALSE,"363332",NA,NA,NA,NA,11
"779","026-2005",63850,4.80516770333915,NA,"6/9/05",6,"June","Spring",2005,"beef","STEC","Class I",TRUE,FALSE,"63850",NA,NA,NA,NA,11
"780","027-2005",5065,3.70466518545453,NA,"6/15/05",6,"June","Spring",2005,"poultry","Listeria","Class I",TRUE,FALSE,"5065",NA,NA,NA,NA,11
"781","028-2005",13455,4.12891597845384,NA,"6/21/05",6,"June","Spring",2005,"poultry","Undeclared Allergen","Class I",TRUE,FALSE,"13455",NA,NA,NA,NA,11
"782","029-2005",720,2.85793526471943,NA,"6/26/05",6,"June","Summer",2005,"mixed","Listeria","Class I",TRUE,FALSE,"720",NA,NA,NA,NA,11
"783","030-2005",170,2.23299611039215,NA,"7/21/05",7,"July","Summer",2005,"poultry","Listeria","Class I",TRUE,FALSE,"170",NA,NA,NA,NA,11
"784","031-2005",93200,4.96942057214102,NA,"7/28/05",7,"July","Summer",2005,"mixed","Listeria","Class I",TRUE,FALSE,"93200",NA,NA,NA,NA,11
"785","032-2005",1856,3.26881190373978,NA,"8/19/05",8,"August","Summer",2005,"beef","Other","Class II",TRUE,FALSE,"1856",NA,NA,NA,NA,11
"786","033-2005",9e+05,5.95424299198848,NA,"8/22/05",8,"August","Summer",2005,"beef","STEC","Class I",TRUE,FALSE,"9.00E+05",NA,NA,NA,NA,11
"787","034-2005",23435,4.36988348933548,NA,"8/23/05",8,"August","Summer",2005,"mixed","Listeria","Class I",TRUE,FALSE,"23435",NA,NA,NA,NA,11
"788","035-2005",35830,4.55425892897051,NA,"8/29/05",8,"August","Summer",2005,"mixed","Processing Defect","Class I",TRUE,FALSE,"35830",NA,NA,NA,NA,11
"789","036-2005",3400,3.53160663193272,NA,"8/29/05",8,"August","Summer",2005,"pork","Undeclared Allergen","Class II",TRUE,FALSE,"3400",NA,NA,NA,NA,11
"790","037-2005",2890,3.46104809167066,NA,"9/13/05",9,"September","Summer",2005,"pork","Other","Class I",TRUE,FALSE,"2890",NA,NA,NA,NA,11
"791","038-2005",890,2.94987770403687,NA,"9/15/05",9,"September","Summer",2005,"mixed","Listeria","Class I",TRUE,FALSE,"890",NA,NA,NA,NA,11
"792","039-2005",23040,4.36250132392901,NA,"9/20/05",9,"September","Summer",2005,"poultry","Listeria","Class I",TRUE,FALSE,"23040",NA,NA,NA,NA,11
"793","040-2005",184000,5.26482018329922,NA,"9/23/05",9,"September","Autumn",2005,"beef","STEC","Class I",TRUE,FALSE,"184000",NA,NA,NA,NA,11
"794","041-2005",165,2.22010808804005,NA,"9/28/05",9,"September","Autumn",2005,"pork","Listeria","Class I",TRUE,FALSE,"165",NA,NA,NA,NA,11
"795","042-2005",1076,3.03221570329798,NA,"10/2/05",10,"October","Autumn",2005,"mixed","Listeria","Class I",TRUE,FALSE,"1076",NA,NA,NA,NA,11
"796","043-2005",37000,4.56821346159708,NA,"10/6/05",10,"October","Autumn",2005,"pork","Undeclared Allergen","Class II",TRUE,FALSE,"37000",NA,NA,NA,NA,11
"797","044-2005",11200,4.04925679723223,NA,"10/22/05",10,"October","Autumn",2005,"mixed","Listeria","Class I",TRUE,FALSE,"11200",NA,NA,NA,NA,11
"798","045-2005",2263,3.35487642251623,NA,"10/31/05",10,"October","Autumn",2005,"beef","Listeria","Class I",TRUE,FALSE,"2263",NA,NA,NA,NA,11
"799","046-2005",94400,4.97497659485084,NA,"11/1/05",11,"November","Autumn",2005,"beef","STEC","Class I",TRUE,FALSE,"94400",NA,NA,NA,NA,11
"800","047-2005",6200,3.79246173134695,NA,"11/3/05",11,"November","Autumn",2005,"beef","STEC","Class I",TRUE,FALSE,"6200",NA,NA,NA,NA,11
"801","048-2005",275,2.44090908206522,NA,"11/8/05",11,"November","Autumn",2005,"poultry","Listeria","Class I",TRUE,FALSE,"275",NA,NA,NA,NA,11
"802","049-2005",5523,3.74225366990659,NA,"11/10/05",11,"November","Autumn",2005,"poultry","Listeria","Class I",TRUE,FALSE,"5523",NA,NA,NA,NA,11
"803","050-2005",389000,5.58995071776253,NA,"11/13/05",11,"November","Autumn",2005,"poultry","Extraneous Material","Class II",TRUE,FALSE,"389000",NA,NA,NA,NA,11
"804","051-2005",340,2.5327543789925,NA,"11/22/05",11,"November","Autumn",2005,"mixed","Other","Class I",TRUE,FALSE,"340",NA,NA,NA,NA,11
"805","052-2005",2800000,6.44715818644736,NA,"12/1/05",12,"December","Autumn",2005,"mixed","Listeria","Class I",TRUE,FALSE,"2800000",NA,NA,NA,NA,11
"806","053-2005",325,2.51321760006794,NA,"12/10/05",12,"December","Autumn",2005,"mixed","Undeclared Allergen","Class I",TRUE,FALSE,"325",NA,NA,NA,NA,11
