,case_number,recalled,recalled_log,recovered,date,month,month_name,Season,year,species,reason,recall_class,summary,dup
1161,014-2000,34500,4.537831683,NA,3/24/00,3,March,Spring,2000,mixed,Listeria,Class I,FALSE,FALSE
1162,RTR-001-2000,1100,3.041787319,NA,3/27/00,3,March,Spring,2000,beef,STEC,Class I,FALSE,FALSE
1163,015-2000,9500,3.977769318,NA,4/6/00,4,April,Spring,2000,beef,Listeria,Class I,FALSE,FALSE
1164,016-2000,850,2.92992956,NA,4/13/00,4,April,Spring,2000,mixed,Listeria,Class I,FALSE,FALSE
1165,017-2000,180,2.257678575,NA,4/26/00,4,April,Spring,2000,mixed,Listeria,Class I,FALSE,FALSE
1166,018-2000,215,2.334453751,NA,5/3/00,5,May,Spring,2000,mixed,Listeria,Class I,FALSE,FALSE
1167,019-2000,450,2.654176542,NA,5/5/00,5,May,Spring,2000,mixed,Listeria,Class I,FALSE,FALSE
1168,RTR-002-2000,160,2.206825876,NA,5/7/00,5,May,Spring,2000,beef,STEC,Class I,FALSE,FALSE
1169,020-2000,7000,3.845160078,NA,5/9/00,5,May,Spring,2000,poultry,Listeria,Class I,FALSE,FALSE
1170,021-2000,210,2.324282455,NA,5/10/00,5,May,Spring,2000,pork,Listeria,Class I,FALSE,FALSE
1171,022-2000,1125,3.051538391,NA,5/11/00,5,May,Spring,2000,mixed,Listeria,Class I,FALSE,FALSE
1172,023-2000,5900,3.770925615,NA,5/12/00,5,May,Spring,2000,mixed,Listeria,Class I,FALSE,FALSE
1173,024-2000,28860,4.460311375,NA,5/17/00,5,May,Spring,2000,beef,STEC,Class I,FALSE,FALSE
1174,025-2000,400,2.603144373,NA,5/19/00,5,May,Spring,2000,mixed,Listeria,Class I,FALSE,FALSE
1175,026-2000,300,2.478566496,NA,5/23/00,5,May,Spring,2000,beef,STEC,Class I,FALSE,FALSE
1176,028-2000,45,1.662757832,NA,5/24/00,5,May,Spring,2000,mixed,Listeria,Class I,FALSE,FALSE
1177,027-2000,2870,3.458033192,NA,5/24/00,5,May,Spring,2000,mixed,Listeria,Class I,FALSE,FALSE
1178,029-2000,15000,4.176120211,NA,5/29/00,5,May,Spring,2000,mixed,Listeria,Class I,FALSE,FALSE
1179,030-2000,45,1.662757832,NA,5/30/00,5,May,Spring,2000,poultry,Listeria,Class I,FALSE,FALSE
1180,031-2000,420,2.624282096,NA,6/6/00,6,June,Spring,2000,beef,STEC,Class I,FALSE,FALSE
1181,032-2000,60,1.785329835,NA,6/7/00,6,June,Spring,2000,pork,Listeria,Class I,FALSE,FALSE
1182,033-2000,2200,3.342620043,NA,6/9/00,6,June,Spring,2000,beef,Listeria,Class I,FALSE,FALSE
1183,034-2000,7160,3.854973674,NA,6/13/00,6,June,Spring,2000,beef,STEC,Class I,FALSE,FALSE
1184,037-2000,270,2.432969291,NA,6/14/00,6,June,Spring,2000,pork,Listeria,Class I,FALSE,FALSE
1185,036-2000,196000,5.292258287,NA,6/14/00,6,June,Spring,2000,beef,STEC,Class I,FALSE,FALSE
1186,035-2000,1800,3.255513713,NA,6/14/00,6,June,Spring,2000,pork,Listeria,Class I,FALSE,FALSE
1187,039-2000,387000,5.587712087,NA,6/16/00,6,June,Spring,2000,poultry,Extraneous Material,Class II,FALSE,FALSE
1188,038-2000,86000,4.934503501,NA,6/16/00,6,June,Spring,2000,poultry,Extraneous Material,Class II,FALSE,FALSE
1189,040-2000,266000,5.424883269,NA,6/23/00,6,June,Summer,2000,beef,STEC,Class I,FALSE,FALSE
1190,041-2000,46000,4.662767273,NA,6/24/00,6,June,Summer,2000,beef,STEC,Class I,FALSE,FALSE
1191,042-2000,8500,3.929470016,NA,6/30/00,6,June,Summer,2000,mixed,Extraneous Material,Class I,FALSE,FALSE
1192,043-2000,4300,3.633569443,NA,7/2/00,7,July,Summer,2000,mixed,STEC,Class I,FALSE,FALSE
1193,044-2000,11000,4.041432165,NA,7/4/00,7,July,Summer,2000,beef,STEC,Class I,FALSE,FALSE
1194,046-2000,125,2.100370545,NA,7/6/00,7,July,Summer,2000,beef,Listeria,Class I,FALSE,FALSE
1195,045-2000,5400,3.732474177,NA,7/6/00,7,July,Summer,2000,poultry,Undeclared Substance,Class II,FALSE,FALSE
1196,RTR-003-2000,158,2.201397124,NA,7/8/00,7,July,Summer,2000,beef,STEC,Class I,FALSE,FALSE
1197,047-2000,3300,3.518645524,NA,7/17/00,7,July,Summer,2000,poultry,Listeria,Class I,FALSE,FALSE
1198,048-2000,2320,3.36567514,NA,7/18/00,7,July,Summer,2000,pork,Undeclared Substance,Class III,FALSE,FALSE
1199,049-2000,800,2.903632516,NA,7/24/00,7,July,Summer,2000,beef,STEC,Class I,FALSE,FALSE
1200,050-2000,346700,5.539955094,NA,7/29/00,7,July,Summer,2000,beef,STEC,Class I,FALSE,FALSE
1201,RTR-005-2000,50,1.707570176,NA,7/29/00,7,July,Summer,2000,beef,STEC,Class I,FALSE,FALSE
1202,052-2000,217000,5.336461735,NA,7/31/00,7,July,Summer,2000,beef,Undeclared Allergen,Class I,FALSE,FALSE
1203,051-2000,210000,5.322221363,NA,7/31/00,7,July,Summer,2000,beef,STEC,Class I,FALSE,FALSE
1204,054-2000,6000,3.778223627,NA,8/3/00,8,August,Summer,2000,poultry,Salmonella,Class I,FALSE,FALSE
1205,053-2000,19000,4.278776458,NA,8/3/00,8,August,Summer,2000,mixed,Listeria,Class I,FALSE,FALSE
1206,055-2000,253350,5.403722623,NA,8/5/00,8,August,Summer,2000,beef,STEC,Class I,FALSE,FALSE
1207,057-2000,380,2.580924976,NA,8/8/00,8,August,Summer,2000,mixed,Listeria,Class I,FALSE,FALSE
1208,056-2000,73800,4.868062247,NA,8/8/00,8,August,Summer,2000,beef,STEC,Class I,FALSE,FALSE
1209,RTR-006-2000,400,2.603144373,NA,8/14/00,8,August,Summer,2000,beef,STEC,Class I,FALSE,FALSE
1210,058-2000,1100,3.041787319,NA,8/16/00,8,August,Summer,2000,mixed,Undeclared Substance,Class III,FALSE,FALSE
1211,059-2000,460,2.663700925,NA,8/20/00,8,August,Summer,2000,poultry,Salmonella,Class I,FALSE,FALSE
1212,060-2000,6588,3.818819508,NA,8/30/00,8,August,Summer,2000,mixed,Extraneous Material,Class II,FALSE,FALSE
1213,RTR-007-2000,170,2.23299611,NA,9/5/00,9,September,Summer,2000,beef,STEC,Class I,FALSE,FALSE
1214,061-2000,30000,4.477135731,NA,9/6/00,9,September,Summer,2000,beef,STEC,Class I,FALSE,FALSE
1215,062-2000,40000,4.602070849,NA,9/18/00,9,September,Summer,2000,mixed,Processing Defect,Class I,FALSE,FALSE
1216,063-2000,80,1.908485019,NA,9/27/00,9,September,Autumn,2000,poultry,Listeria,Class I,FALSE,FALSE
1217,064-2000,260,2.416640507,NA,9/30/00,9,September,Autumn,2000,mixed,Salmonella,Class I,FALSE,FALSE
1218,065-2000,9.00E+05,5.954242992,NA,10/3/00,10,October,Autumn,2000,mixed,Listeria,Class I,FALSE,FALSE
1219,066-2000,240,2.382017043,NA,10/4/00,10,October,Autumn,2000,mixed,Listeria,Class I,FALSE,FALSE
1220,067-2000,90,1.959041392,NA,10/10/00,10,October,Autumn,2000,poultry,Listeria,Class I,FALSE,FALSE
1221,068-2000,9500,3.977769318,NA,10/12/00,10,October,Autumn,2000,mixed,Undeclared Substance,Class III,FALSE,FALSE
1222,069-2000,47000,4.672107098,NA,10/17/00,10,October,Autumn,2000,beef,STEC,Class I,FALSE,FALSE
1223,071-2000,22000,4.342442421,NA,10/27/00,10,October,Autumn,2000,beef,STEC,Class I,FALSE,FALSE
1224,070-2000,716000,5.854913629,NA,10/27/00,10,October,Autumn,2000,poultry,Undeclared Allergen,Class II,FALSE,FALSE
1225,072-2000,750,2.875639937,NA,10/31/00,10,October,Autumn,2000,beef,STEC,Class I,FALSE,FALSE
1226,RTR-009-2000,NA,NA,NA,11/20/00,11,November,Autumn,2000,beef,STEC,Class I,FALSE,FALSE
1227,073-2000,58000,4.763435481,NA,11/21/00,11,November,Autumn,2000,beef,STEC,Class I,FALSE,FALSE
1228,RTR-010-2000,NA,NA,NA,12/2/00,12,December,Autumn,2000,beef,STEC,Class I,FALSE,FALSE
1229,074-2000,1100000,6.04139308,NA,12/4/00,12,December,Autumn,2000,beef,STEC,Class I,FALSE,FALSE
1230,075-2000,16700000,7.222716497,NA,12/14/00,12,December,Autumn,2000,poultry,Listeria,Class I,FALSE,FALSE
1231,076-2000,10400,4.017075096,NA,12/20/00,12,December,Autumn,2000,pork,Listeria,Class I,FALSE,FALSE
1232,RTR-011-2000,200,2.303196057,NA,12/26/00,12,December,Winter,2000,beef,STEC,Class I,FALSE,FALSE
1233,002-99,17810,4.250688304,15460,1/8/99,1,January,Winter,1999,poultry,Undeclared Substance,Class I,FALSE,FALSE
1234,001-99,4104,3.613313161,3960,1/8/99,1,January,Winter,1999,beef,Processing Defect,Class I,FALSE,FALSE
1235,003-99,28312,4.451985889,771,1/15/99,1,January,Winter,1999,mixed,Listeria,Class I,FALSE,FALSE
1236,005-99,3.50E+07,7.544068057,8430896,1/22/99,1,January,Winter,1999,mixed,Listeria,Class I,FALSE,FALSE
1237,004-99,348,2.542825427,348,1/22/99,1,January,Winter,1999,pork,Listeria,Class I,FALSE,FALSE
1238,006-99,26975,4.430977553,26181,2/2/99,2,February,Winter,1999,poultry,Listeria,Class I,FALSE,FALSE
1239,008-99,1545,3.18920949,1507,2/5/99,2,February,Winter,1999,mixed,Listeria,Class I,FALSE,FALSE
1240,007-99,456,2.6599162,403,2/5/99,2,February,Winter,1999,mixed,Listeria,Class I,FALSE,FALSE
1241,009-99,10000,4.000043427,5737,2/9/99,2,February,Winter,1999,beef,Extraneous Material,Class II,FALSE,FALSE
1242,010-99,2586,3.412796429,1242,2/17/99,2,February,Winter,1999,mixed,Listeria,Class I,FALSE,FALSE
1243,011-99,4460,3.649432223,3044,2/18/99,2,February,Winter,1999,mixed,Listeria,Class I,FALSE,FALSE
1244,012-99,190000,5.278755887,54744,2/24/99,2,February,Winter,1999,mixed,Undeclared Substance,Class I,FALSE,FALSE
1245,015-99,1923,3.284205068,506,3/2/99,3,March,Winter,1999,mixed,Listeria,Class I,FALSE,FALSE
1246,014-99,3600,3.556423121,948,3/2/99,3,March,Winter,1999,mixed,Undeclared Substance,Class I,FALSE,FALSE
1247,013-99,64770,4.811380602,63492,3/2/99,3,March,Winter,1999,mixed,Other,Class I,FALSE,FALSE
1248,016-99,4843,3.685204134,4337,3/17/99,3,March,Winter,1999,poultry,Undeclared Substance,Class II,FALSE,FALSE
1249,017-99,18,1.278753601,18,3/18/99,3,March,Winter,1999,mixed,Listeria,Class I,FALSE,FALSE
1250,018-99,169482,5.229126143,5952,3/30/99,3,March,Spring,1999,mixed,Other,Class II,FALSE,FALSE
1251,019-99,170780,5.232439552,2818,3/31/99,3,March,Spring,1999,beef,STEC,Class I,FALSE,FALSE
1252,020-99,280,2.44870632,34,4/13/99,4,April,Spring,1999,beef,STEC,Class I,FALSE,FALSE
1253,021-99,12516,4.097500252,4176,4/14/99,4,April,Spring,1999,mixed,Processing Defect,Class III,FALSE,FALSE
1254,022-99,173,2.240549248,0,4/22/99,4,April,Spring,1999,mixed,Salmonella,Class I,FALSE,FALSE
1255,023-99,500,2.699837726,40,4/26/99,4,April,Spring,1999,beef,STEC,Class I,FALSE,FALSE
1256,024-99,82929,4.918711665,10601,5/4/99,5,May,Spring,1999,beef,STEC,Class I,FALSE,FALSE
1257,025-99,300,2.478566496,218,5/13/99,5,May,Spring,1999,pork,Salmonella,Class I,FALSE,FALSE
1258,026-99,16392,4.214658439,10290,5/14/99,5,May,Spring,1999,mixed,Listeria,Class I,FALSE,FALSE
1259,027-99,60,1.785329835,2,5/28/99,5,May,Spring,1999,mixed,Listeria,Class I,FALSE,FALSE
1260,028-99,150,2.178976947,5,6/1/99,6,June,Spring,1999,mixed,Listeria,Class I,FALSE,FALSE
1261,029-99,1285,3.109240969,635,6/4/99,6,June,Spring,1999,mixed,Listeria,Class I,FALSE,FALSE
1262,030-99,4230,3.626443025,773,6/11/99,6,June,Spring,1999,beef,STEC,Class I,FALSE,FALSE
1263,031-99,533152,5.726851857,55426,6/15/99,6,June,Spring,1999,poultry,Undeclared Substance,Class II,FALSE,FALSE
1264,032-99,9620,3.983220215,50,6/18/99,6,June,Spring,1999,mixed,Listeria,Class I,FALSE,FALSE
1265,033-99,563600,5.750971755,189500,7/16/99,7,July,Summer,1999,beef,Processing Defect,Class I,FALSE,FALSE
1266,034-99,2697,3.431041945,640,7/20/99,7,July,Summer,1999,beef,STEC,Class I,FALSE,FALSE
1267,035-99,126739,5.102913703,120156,7/27/99,7,July,Summer,1999,pork,Listeria,Class I,FALSE,FALSE
1268,036-99,200,2.303196057,150,7/29/99,7,July,Summer,1999,pork,Listeria,Class I,FALSE,FALSE
1269,038-99,200,2.303196057,91,7/30/99,7,July,Summer,1999,mixed,Listeria,Class I,FALSE,FALSE
1270,037-99,200,2.303196057,6,7/30/99,7,July,Summer,1999,mixed,Listeria,Class I,FALSE,FALSE
1271,039-99,253135,5.403353913,21300,8/5/99,8,August,Summer,1999,beef,STEC,Class I,FALSE,FALSE
1272,040-99,35,1.556302501,0,8/18/99,8,August,Summer,1999,mixed,Salmonella,Class I,FALSE,FALSE
1273,041-99,1640,3.215108581,714,8/26/99,8,August,Summer,1999,mixed,Salmonella,Class I,FALSE,FALSE
1274,043-99,33710,4.527771636,6507,8/27/99,8,August,Summer,1999,poultry,Listeria,Class I,FALSE,FALSE
1275,042-99,3720,3.57065967,2000,8/27/99,8,August,Summer,1999,mixed,Listeria,Class I,FALSE,FALSE
1276,044-99,240,2.382017043,90,9/9/99,9,September,Summer,1999,poultry,Listeria,Class I,FALSE,FALSE
1277,045-99,23895,4.37832521,5644,10/7/99,10,October,Autumn,1999,beef,STEC,Class I,FALSE,FALSE
1278,046-99,2100000,6.322219502,377922,10/13/99,10,October,Autumn,1999,beef,Listeria,Class I,FALSE,FALSE
1279,047-99,13000,4.113976758,842,10/27/99,10,October,Autumn,1999,pork,Processing Defect,Class I,FALSE,FALSE
1280,048-99,129000,5.110593077,69307,11/1/99,11,November,Autumn,1999,poultry,Undeclared Substance,Class II,FALSE,FALSE
1281,049-99,1200,3.079543007,980,11/2/99,11,November,Autumn,1999,poultry,Processing Defect,Class I,FALSE,FALSE
1282,050-99,17560,4.244549243,17560,11/4/99,11,November,Autumn,1999,mixed,Other,Class II,FALSE,FALSE
1283,052-99,312,2.495544338,14,11/12/99,11,November,Autumn,1999,mixed,Listeria,Class I,FALSE,FALSE
1284,051-99,1270,3.104145551,456,11/12/99,11,November,Autumn,1999,mixed,Listeria,Class I,FALSE,FALSE
1285,053-99,1020,3.009025742,650,11/18/99,11,November,Autumn,1999,mixed,Listeria,Class I,FALSE,FALSE
1286,055-99,15000,4.176120211,8736,11/19/99,11,November,Autumn,1999,mixed,Extraneous Material,Class II,FALSE,FALSE
1287,054-99,800,2.903632516,350,11/19/99,11,November,Autumn,1999,mixed,Listeria,Class I,FALSE,FALSE
1288,056-99,13000,4.113976758,8570,11/24/99,11,November,Autumn,1999,mixed,STEC,Class I,FALSE,FALSE
1289,057-99,1800,3.255513713,753,11/29/99,11,November,Autumn,1999,poultry,Salmonella,Class I,FALSE,FALSE
1290,058-99,22,1.361727836,0,12/2/99,12,December,Autumn,1999,poultry,Salmonella,Class I,FALSE,FALSE
1291,059-99,4,0.698970004,0,12/9/99,12,December,Autumn,1999,beef,Listeria,Class I,FALSE,FALSE
1292,060-99,900,2.954724791,321,12/14/99,12,December,Autumn,1999,mixed,Listeria,Class I,FALSE,FALSE
1293,061-99,80000,4.903095416,10064,12/17/99,12,December,Autumn,1999,mixed,Listeria,Class I,FALSE,FALSE
1294,062-99,180000,5.255274918,58629,12/26/99,12,December,Winter,1999,beef,STEC,Class I,FALSE,FALSE
1295,001-98,30000,4.477135731,8986,1/8/98,1,January,Winter,1998,mixed,Processing Defect,Class I,FALSE,FALSE
1296,002-98,15323,4.185372143,4876,2/18/98,2,February,Winter,1998,poultry,Extraneous Material,Class II,FALSE,FALSE
1297,003-98,2018550,6.305039727,2640830,2/19/98,2,February,Winter,1998,mixed,Other,Class II,FALSE,FALSE
1298,004-98,113000,5.053082287,1950,3/4/98,3,March,Winter,1998,poultry,Processing Defect,Class I,FALSE,FALSE
1299,005-98,17046,4.231647961,9584,3/10/98,3,March,Winter,1998,mixed,Extraneous Material,Class II,FALSE,FALSE
1300,006-98,1440,3.158663981,770,3/19/98,3,March,Winter,1998,mixed,Listeria,Class I,FALSE,FALSE
1301,007-98,9388,3.972619339,8874,3/23/98,3,March,Spring,1998,poultry,Processing Defect,Class I,FALSE,FALSE
1302,008-98,490877,5.690973568,388588,4/1/98,4,April,Spring,1998,pork,Extraneous Material,Class II,FALSE,FALSE
1303,009-98,34625,4.539402325,15155,4/9/98,4,April,Spring,1998,mixed,Other,Class I,FALSE,FALSE
1304,010-98,635,2.803457116,635,4/17/98,4,April,Spring,1998,pork,Listeria,Class I,FALSE,FALSE
1305,011-98,9888,3.995152377,1926,4/24/98,4,April,Spring,1998,poultry,Undeclared Substance,Class II,FALSE,FALSE
1306,012-98,282129,5.450449269,71678,4/28/98,4,April,Spring,1998,beef,STEC,Class I,FALSE,FALSE
1307,013-98,37500,4.574042849,14800,5/15/98,5,May,Spring,1998,beef,STEC,Class I,FALSE,FALSE
1308,015-98,320,2.506505032,2083,5/27/98,5,May,Spring,1998,beef,STEC,Class I,FALSE,FALSE
1309,014-98,17280,4.23756887,13902,5/27/98,5,May,Spring,1998,poultry,Other,Class III,FALSE,FALSE
1310,016-98,15000,4.176120211,8578,6/2/98,6,June,Spring,1998,mixed,STEC,Class I,FALSE,FALSE
1311,017-98,272,2.436162647,238,6/4/98,6,June,Spring,1998,mixed,Listeria,Class I,FALSE,FALSE
1312,018-98,126240,5.101200426,5335,6/8/98,6,June,Spring,1998,poultry,Extraneous Material,Class II,FALSE,FALSE
1313,019-98,172000,5.235530972,18723,6/29/98,6,June,Summer,1998,beef,STEC,Class I,FALSE,FALSE
1314,020-98,220,2.344392274,20,7/6/98,7,July,Summer,1998,beef,STEC,Class I,FALSE,FALSE
1315,021-98,1343,3.128399269,400,7/9/98,7,July,Summer,1998,beef,Other,Class III,FALSE,FALSE
1316,022-98,3604,3.556905269,3500,7/30/98,7,July,Summer,1998,pork,Other,Class II,FALSE,FALSE
1317,023-98,260,2.416640507,344,8/12/98,8,August,Summer,1998,beef,STEC,Class I,FALSE,FALSE
1318,024-98,14667,4.166370901,6494,8/14/98,8,August,Summer,1998,beef,Processing Defect,Class I,FALSE,FALSE
1319,025-98,3900,3.59117595,8268,8/20/98,8,August,Summer,1998,beef,Extraneous Material,Class II,FALSE,FALSE
1320,026-98,965,2.984977126,410,8/24/98,8,August,Summer,1998,beef,STEC,Class I,FALSE,FALSE
1321,028-98,625,2.796574333,0,9/14/98,9,September,Summer,1998,pork,Other,Class I,FALSE,FALSE
1322,027-98,13920,4.143670433,0,9/14/98,9,September,Summer,1998,pork,Other,Class I,FALSE,FALSE
1323,029-98,175288,5.243754663,137170,9/16/98,9,September,Summer,1998,beef,Extraneous Material,Class II,FALSE,FALSE
1324,031-98,14616,4.164858247,3150,9/18/98,9,September,Summer,1998,mixed,Processing Defect,Class I,FALSE,FALSE
1325,030-98,8.00E+05,5.90309053,8.00E+05,9/18/98,9,September,Summer,1998,mixed,Other,Class I,FALSE,FALSE
1326,032-98,5.00E+05,5.698970873,92907,9/22/98,9,September,Summer,1998,mixed,Salmonella,Class I,FALSE,FALSE
1327,033-98,2700000,6.431363925,1934000,9/28/98,9,September,Autumn,1998,beef,Salmonella,Class I,FALSE,FALSE
1328,034-98,93000,4.968487618,3080,10/9/98,10,October,Autumn,1998,poultry,Extraneous Material,Class I,FALSE,FALSE
1329,035-98,1734002,6.239049845,540883,10/22/98,10,October,Autumn,1998,mixed,Listeria,Class I,FALSE,FALSE
1330,036-98,3600,3.556423121,400,10/29/98,10,October,Autumn,1998,beef,Listeria,Class I,FALSE,FALSE
1331,037-98,556226,5.745252066,171595,11/5/98,11,November,Autumn,1998,beef,STEC,Class I,FALSE,FALSE
1332,038-98,601000,5.778875195,31400,11/20/98,11,November,Autumn,1998,beef,STEC,Class I,FALSE,FALSE
1333,039-98,359000,5.555095658,2,11/24/98,11,November,Autumn,1998,beef,STEC,Class I,FALSE,FALSE
1334,040-98,33243,4.521713274,845,11/30/98,11,November,Autumn,1998,beef,STEC,Class I,FALSE,FALSE
1335,041-98,9540,3.979593896,2100,12/11/98,12,December,Autumn,1998,mixed,Other,Class II,FALSE,FALSE
1336,042-98,462,2.665580991,93,12/15/98,12,December,Autumn,1998,beef,STEC,Class I,FALSE,FALSE
1337,043-98,29364,4.467830005,25566,12/17/98,12,December,Autumn,1998,poultry,Salmonella,Class I,FALSE,FALSE
1338,044-98,3.50E+07,7.544068057,5918795,12/22/98,12,December,Autumn,1998,mixed,Listeria,Class I,FALSE,FALSE
1339,001-97,18848,4.275288314,5104,1/10/97,1,January,Winter,1997,mixed,Processing Defect,Class I,FALSE,FALSE
1340,010-97,1427,3.154728207,115,3/7/97,3,March,Winter,1997,beef,STEC,Class I,FALSE,FALSE
1341,002-97,124047,5.093589767,58471,3/10/97,3,March,Winter,1997,beef,Undeclared Substance,Class II,FALSE,FALSE
1342,003-97,2600,3.415140352,863,3/31/97,3,March,Spring,1997,poultry,Undeclared Substance,Class II,FALSE,FALSE
1343,004-97,33000,4.5185271,4719,4/18/97,4,April,Spring,1997,pork,Processing Defect,Class I,FALSE,FALSE
1344,005-97,39250,4.593850726,4975,5/20/97,5,May,Spring,1997,pork,Other,Class II,FALSE,FALSE
1345,006-97,17434,4.241421952,7150,6/2/97,6,June,Spring,1997,poultry,Listeria,Class I,FALSE,FALSE
1346,007-97,5400,3.732474177,3600,6/13/97,6,June,Spring,1997,poultry,Processing Defect,Class I,FALSE,FALSE
1347,008-97,576000,5.760423237,464040,6/20/97,6,June,Spring,1997,beef,Other,Class II,FALSE,FALSE
1348,009-97,14000,4.146159056,4880,6/30/97,6,June,Summer,1997,poultry,Processing Defect,Class I,FALSE,FALSE
1349,011-97,1300000,6.113943686,306243,7/30/97,7,July,Summer,1997,mixed,Undeclared Substance,Class I,FALSE,FALSE
1350,012-97,62000,4.792398694,17408,7/31/97,7,July,Summer,1997,poultry,Extraneous Material,Class II,FALSE,FALSE
1351,013-97,2034,3.308564414,790,8/1/97,8,August,Summer,1997,mixed,Undeclared Substance,Class I,FALSE,FALSE
1352,014-97,6908,3.839415193,6498,8/11/97,8,August,Summer,1997,beef,Other,Class II,FALSE,FALSE
1353,015-97,2.50E+07,7.397940026,10104439,8/12/97,8,August,Summer,1997,beef,STEC,Class I,FALSE,FALSE
1354,016-97,3042,3.483301952,219,9/3/97,9,September,Summer,1997,poultry,Extraneous Material,Class II,FALSE,FALSE
1355,018-97,70,1.851258349,0,9/11/97,9,September,Summer,1997,beef,STEC,Class I,FALSE,FALSE
1356,017-97,450,2.654176542,696,9/12/97,9,September,Summer,1997,mixed,Salmonella,Class I,FALSE,FALSE
1357,019-97,3924,3.593839661,269,9/19/97,9,September,Summer,1997,beef,Extraneous Material,Class II,FALSE,FALSE
1358,020-97,100,2.004321374,0,9/23/97,9,September,Autumn,1997,beef,STEC,Class I,FALSE,FALSE
1359,022-97,347,2.541579244,347,10/3/97,10,October,Autumn,1997,mixed,Listeria,Class I,FALSE,FALSE
1360,021-97,443656,5.647047338,400,10/3/97,10,October,Autumn,1997,beef,STEC,Class I,FALSE,FALSE
1361,023-97,21660,4.335678502,7935,10/7/97,10,October,Autumn,1997,poultry,Extraneous Material,Class II,FALSE,FALSE
1362,024-97,4560,3.659060072,0,10/23/97,10,October,Autumn,1997,beef,Extraneous Material,Class II,FALSE,FALSE
1363,025-97,168725,5.227182011,159395,10/28/97,10,October,Autumn,1997,beef,STEC,Class I,FALSE,FALSE
1364,026-97,3.00E+05,5.477122702,132760,11/28/97,11,November,Autumn,1997,poultry,Extraneous Material,Class II,FALSE,FALSE
1365,027-97,507,2.705863712,464,12/18/97,12,December,Autumn,1997,mixed,Listeria,Class I,FALSE,FALSE
1366,002-96,4.00E+05,5.602061077,315706,1/25/96,1,January,Winter,1996,mixed,Undeclared Substance,Class II,FALSE,FALSE
1367,003-96,936,2.971739591,2860,1/29/96,1,January,Winter,1996,pork,Processing Defect,Class I,FALSE,FALSE
1368,004-96,1020,3.009025742,985,3/6/96,3,March,Winter,1996,beef,Processing Defect,Class II,FALSE,FALSE
1369,006-96,487,2.688419822,457,3/13/96,3,March,Winter,1996,beef,Listeria,Class I,FALSE,FALSE
1370,005-96,1725,3.237040791,330,3/13/96,3,March,Winter,1996,mixed,Other,Class II,FALSE,FALSE
1371,007-96,11539,4.062205809,10795,3/25/96,3,March,Spring,1996,beef,STEC,Class I,FALSE,FALSE
1372,008-96,29150,4.464653457,8535,3/27/96,3,March,Spring,1996,mixed,Other,Class III,FALSE,FALSE
1373,009-96,720,2.857935265,710,4/3/96,4,April,Spring,1996,beef,Listeria,Class I,FALSE,FALSE
1374,010-96,2400,3.38039216,2842,4/8/96,4,April,Spring,1996,beef,Processing Defect,Class I,FALSE,FALSE
1375,011-96,15390,4.187266838,8940,4/9/96,4,April,Spring,1996,pork,Processing Defect,Class I,FALSE,FALSE
1376,012-96,2000,3.301247089,1123,4/30/96,4,April,Spring,1996,mixed,Salmonella,Class I,FALSE,FALSE
1377,014-96,38400,4.584342534,38400,6/14/96,6,June,Spring,1996,beef,Other,Class II,FALSE,FALSE
1378,013-96,2608,3.416474079,2087,6/14/96,6,June,Spring,1996,beef,Listeria,Class I,FALSE,FALSE
1379,015-96,360,2.557507202,345,6/20/96,6,June,Spring,1996,beef,Listeria,Class I,FALSE,FALSE
1380,016-96,40620,4.608750611,36409,7/18/96,7,July,Summer,1996,poultry,Other,Class I,FALSE,FALSE
1381,017-96,152000,5.181846445,5862,8/5/96,8,August,Summer,1996,beef,STEC,Class I,FALSE,FALSE
1382,018-96,115940,5.064237042,55153,8/9/96,8,August,Summer,1996,mixed,Undeclared Substance,Class I,FALSE,FALSE
1383,019-96,3360,3.526468512,2960,8/27/96,8,August,Summer,1996,beef,Processing Defect,Class I,FALSE,FALSE
1384,020-96,2580,3.411788005,720,9/10/96,9,September,Summer,1996,pork,Processing Defect,Class I,FALSE,FALSE
1385,021-96,400,2.603144373,348,10/24/96,10,October,Autumn,1996,pork,Listeria,Class I,FALSE,FALSE
1386,022-96,144960,5.161251176,75880,11/7/96,11,November,Autumn,1996,poultry,Extraneous Material,Class II,FALSE,FALSE
1387,023-96,23280,4.367001631,9140,11/12/96,11,November,Autumn,1996,pork,Other,Class III,FALSE,FALSE
1388,024-96,52,1.72427587,51,12/9/96,12,December,Autumn,1996,pork,Listeria,Class I,FALSE,FALSE
1389,025-96,4740,3.675869955,31,12/18/96,12,December,Autumn,1996,poultry,Extraneous Material,Class II,FALSE,FALSE
1390,001-95,30000,4.477135731,0,1/4/95,1,January,Winter,1995,beef,Other,None Assigned,FALSE,FALSE
1391,002-95,2920,3.465531557,3,1/5/95,1,January,Winter,1995,mixed,Extraneous Material,Class II,FALSE,FALSE
1392,003-95,36,1.568201724,31,1/10/95,1,January,Winter,1995,mixed,Listeria,Class I,FALSE,FALSE
1393,004-95,6300,3.79940948,5509,1/17/95,1,January,Winter,1995,mixed,Other,Class I,FALSE,FALSE
1394,005-95,1000,3.000434077,345,1/18/95,1,January,Winter,1995,beef,Listeria,Class I,FALSE,FALSE
1395,006-95,6780,3.831293744,2988,2/8/95,2,February,Winter,1995,mixed,Salmonella,Class I,FALSE,FALSE
